@relation 'C__Users_Luan e Daiana_Dropbox_Coisas do TCC não-compartilhadas_workspace-tcc2_Dados_Treinamento'

@attribute text string
@attribute @@class@@ {01-LAD,02-ACP,03-PNC,04-NEU}

@data
'João Daniel volta a cobrar posto do IML no Sertão\n      O deputado estadual João Daniel (PT) ocupou a tribuna da Assembleia Legislativa, na manhã de hoje (9), para voltar a cobrar ao governo do Estado a implantação de um posto do Instituto Médico Legal (IML) no Sertão sergipano. O parlamentar lembrou que já teve sua indicação neste sentido aprovada no dia 30 de junho passado. \nAo iniciar seu pronunciamento, João Daniel fez um histórico sobre a indicação que apresentou na Casa e destacou a importância das campanhas para evitar acidentes na região. “Todos estão cientes dos acidentes que estão ocorrendo nas rodovias espalhadas pelo interior do Estado”. \nEm seguida ele se lembrou do acidente realizado no último final de semana. “O acidente ocorreu às 18h30 no Sertão, mas infelizmente o carro do IML só levou o corpo da vítima quase cinco horas da manhã do outro dia. É para evitar que situações como essa que nós estamos propondo a construção deste posto do IML na região. Os acidentes são freqüentes por lá”.',01-LAD
'Maria Mendonça destaca ações e reafirma seu apoio ao governo do Estado\n      Em pronunciamento realizado na sessão desta segunda-feira, dia 1º, a deputada estadual Maria Mendonça (PSB) reafirmou seu apoio ao governo do Estado. Na sessão inicial do segundo semestre legislativo, a deputada ressaltou a felicidade de retornar às atividades no plenário da Assembleia Legislativa. “A minha satisfação em retornar se dá por entender que podemos e devemos fazer mais, muito mais”, disse.\nSegundo a deputada, ela volta para mais um período legislativo com o propósito de continuar honrando a confiança da população e fazendo o que tem e o que pode fazer de melhor por cada sergipano: tornar sua ação no Legislativo um instrumento legal, digno e responsável para assegurar direitos e propiciar o desenvolvimento humano para todos. “A articulaçao e a sincronicidade entre o Poder Legislativoe o Poder Executivo refletem o nível de compromisso desses dois segmentos públicos com o povo”, frisou.\nMaria Mendonça disse que é evidente que Sergipe passa por uma nova ordem social. Para ela, organizar e empreender ações consistentes, eficazes e eficientes que promovam as mudanças e o desenvolvimento das pessoas e do Estado, passa pelo estabelecimento de prioridades, de determinação, de coragem e de responsabilidade com o povo e com a história. \nEm seu discurso, a deputada Maria Mendonça destacou, entre as ações empreendidas pelo atual governo, a política de saneamento que vem sendo realizada. Segundo ela, a própria Organização Mundial de Saúde (OMS) reconhece que o serviço de saneamento básico é essencial, uma vez que é uma necessidade para a saúde da população e para o meio ambiente. Ela disse que saneamento é uma política que não é fisicamente visível, a não ser quando suas construções provocam alguns transtornos à dinâmica da vida das pessoas. \n“Os efeitos da efetivação de uma política ampla, consistente e eficaz de saneamento só são visíveis a médio e longo prazo e se manifestam na elevação dos índices de qualidade de vida a partir dos indicadores de saúde”, disse, acrescentando que saneamento básico é prevenção, mas mesmo assim a maioria dos governantes opta por não realizá-lo. “Estudos comprovam que para cada R$ 1,00 investido em saneamento básico, tem-se uma economia de R$ 4,00 em saúde.\nA deputada ressaltou que Sergipe tem à frente do Executivo estadual uma pessoa capaz de enxergar que mazelas que promovidas pela ausência de saneamento básico com o olhar administrativo voltado para o bem comum. “Quero congratular-me e parabenizar o governador Marcelo Déda pela determinação em executar uma política de saneamento básico com investimentos da ordem superior a R$ 590 milhões”, disse, ao acrescentar que Sergipe é o primeiro Estado nordestino em obras de abastecimento de água e rede de esgotamento sanitário, atendendo 1,52 milhões de habitantes.\nEla disse que são obras concluídas e em andamento em diversos municípios do Estado. “Isso demonstra o quanto é possível fazer quando se tem como princípio a otimização do dinheiro público, a priorização dos direitos básicos da população, o compromisso e dever público e a construção de uma nova história que se constitui um novo paradigma para o desenvolvimento humano, econômico e social”, disse Maria Mendonça.\nDurante seu pronunciamento, a parlamentar falou também sobre as ações desenvolvidas no município de Aracaju, que ela considera a caixa de ressonância das necessidades do Estado. Apesar dos investimentos feitos na capital, ela chamou a atenção também para a necessidade do governador encontrar uma solução para alguns problemas que estão acontecendo em alguns bairros, resultado da não finalização das obras.\nUm exemplo citado foi o do conjunto Augusto Franco, na zona sul de Aracaju. No local, disse Maria Mendonça, as principais avenidas e ruas há algum tempo viraram crateras. “O serviço de esgotamento foi realizado, mas as vias não foram recuperadas. Se as empresas contratadas pela Deso não cumprem o contrato, entendo ser necessário acionar a Justiça”, disse, ao sugerir ao governador a formalização de uma parceria com a Prefeitura, através da Empresa Municipal de Obras e Urbanização (Emurb), para a recuperação dessas vias.\nA deputada Maria Mendonça disse que hoje Sergipe, historicamente identificado como pobre, mostra que a sua dimensão territorial não é parâmetro para o reconhecimento de sua importância. “Somos um Estado com extensões territoriais pequenas e com grandes dimensões de valores. O governador Marcelo Déda lhe conferiu visibilidade pública, a partir de sua postura e forma de governar”, afirmou. Ela ressaltou que, atualmente, o Estado aparece no cenário nacional e político como uma unidade da Federação em franco processo de crescimento e desenvolvimento.',01-LAD
'Maria Mendonça destaca Semana Nacional do Trânsito e projeto de sua autoria\n    \n\n\n    Na sessão parlamentar desta segunda-feira, dia 19, a deputada estadual Maria Mendonça (PSB) usou a tribuna da Assembleia Legislativa para ressaltar a abertura da Semana Nacional de Trânsito, tema que ela classificou de extrema importância. Para a deputada, sobre esse tema se faz de extrema importância que cada um faça uma reflexão sobre quantas vidas já foram ceifadas no trânsito por excessos cometidos.\nA deputada informou que hoje à tarde, no município de Itabaiana, dois jovens serão sepultados, após serem vítimas de uma colisão de duas motos. “Tudo por causa da falta de cautela. As pessoas bebem, estão alcoolizadas e vão dirigir. Se for dirigir, não beba e, se beber, não dirija, deixe seu veículo, porque isso está levando à morte mais pessoas a cada dia, além do trânsito cada vez mais congestionado, com pessoas que andam correndo, que não têm precaução, cautela, no sentido de observar os outros não podem ser penalizados”, disse Maria Mendonça.\nEm seu pronunciamento, a deputada informou que está tramitando na Casa o projeto de lei 159, de sua autoria, que dispõe sobre o ressarcimeno dos danos causados ao erário e bens públicos. A deputada fez um apelo à Mesa Diretora da casa que desse prioridade na tramitação e o apoio dos colegas parlamentares, para que a propositura seja aprovada e sancionada pelo governador, para que seja posto em prática. “Não é justo que aquele que cause os danos não tenha nenhuma penalidade. Que com esse projeto essas pessoas tenham que ressarcir ao erário todos os danos”, explicou. Maria Mendonça solicitou que, se possível, o projeto possa entrar na próxima pauta de votação.',01-LAD
'PEC de Susana garante às militares 180 dias de licença maternidade\n     As 423 policiais e bombeiras militares de Sergipe poderão ter direito a ampliação da licença maternidade de 120 para 180 dias. Amanhã (21.09.2011), deverá ser votada, na Assembléia Legislativa de Sergipe, a Proposta de Emenda à Constituição (PEC 04/11), de autoria do Poder Executivo, atendendo iniciativa da deputada estadual Susana Azevedo, PSC, que altera a Constituição Estadual e garante esse benefício a todas as mulheres que integram a Polícia Militar (PM) e Corpo de Bombeiros (CB). O efetivo na PM é de 350 mulheres e 73 no Bombeiro.\n\nNa sessão desta terça-feira, a PEC, cuja relatora foi a deputada Maria Mendonça, foi aprovada na Comissão de Constituição e Justiça (CCJ) e, sendo aprovada no Plenário da Casa, a emenda será promulgada pela presidência da Assembléia e assim que for publicada no Diário Oficial do Estado passará a ter força de lei.\n\nA iniciativa da deputada Susana Azevedo atendeu a uma reivindicação da Associação Integrada de Mulheres da Segurança Pública (Asimusep), que lhe entregou um relatório contendo uma série de aspirações da categoria e, dentre elas, a ampliação do período da licença maternidade para 180 dias, igualando-as com todas as servidoras civis estaduais, que já tem esse benefício desde dezembro de 2008.\n\nEm agosto passado, a deputada Susana Azevedo agradeceu a então governadora em exercício e presidente da Assembleia Legislativa, deputada Angélica Guimarães, por ter encaminhado para aquela Casa a significativa proposta e, também, a subscrito. Na sessão desta quarta-feira, a presidente da Asimusep, Svetlana Barbosa, promete lotar as galerias da Casa para acompanhar a votação e não tem dúvidas de que os parlamentares sergipanos serão sensíveis ao pleito das mulheres que compõem a Polícia Militar e o Corpo de Bombeiros de Sergipe e votarão favoráveis à PEC.\n\nReivindicações – Além da licença maternidade, as PMs femininas pleiteiam aposentadoria especial, o direito de pedir remoção do local de trabalho para um mais próximo de casa para cuidar do filho menor de dois anos e a garantia de que não será retirada deste local durante este período. A presidente da Asimusep, Svetlana Barbosa, disse que o comando da PM está atendendo essa reivindicação, como também está em entendimentos para que sejam adquiridos equipamentos de proteção individual, como coletes balísticos, especialmente para o corpo feminino. \n\nA deputada Susana Azevedo, através da Indicação 180, de seis de setembro deste ano, solicitou o envio, à Assembleia Legislativa, o mais rápido possível, da propositura estabelecendo essas garantias ao corpo feminino da PM sergipana. Estas são as primeiras ações que começam a mudar a feição da PM e do Corpo de Bombeiro, já que o estatuto da corporação é de 1976 e, naquela época, não existiam mulheres em seus quadros.',01-LAD
'Presidente Angélica Guimarães ressalta importância da PEC que beneficia as militares\n   Durante o pequeno expediente da sessão desta quarta-feira, dia 21, a presidente da Assembleia Legislativa, deputada estadual Angélica Guimarães (PSC), foi à tribuna para registrar a importância do projeto de emenda constitucional (PEC) que está tramitando na Casa que estende às policiais e bombeiros militares o direito à licença maternidade de seis meses, a exemplo do que já acontece com as servidoras públicas estaduais civis. O projeto foi assinado pela deputada Angélica e encaminhado à Assembleia quando ela estava à frente do governo do Estado no período de dez dias.\nA deputada lembrou que as militares têm outra legislação e a licença maternidade prevista para elas era de quatro meses. “Nós analisamos ao longo do tempo e eu em particular à frente do governo do Estado por dez dias me preocupei em encaminhar um projeto que beneficiasse as mulheres. E analisando buscamos contemplar as mulheres militares, para que tivessem os mesmos direitos das civis, porque todas são mulheres”, destacou Angélica Guimarães.\nSegundo a deputada, como obstetra e como mulher esteve muito sensível a esta causa e disse ter certeza que todos os deputados também têm o mesmo sentimento. “Nós entendíamos que realmente existia essa disparidade e seria uma injustiça que a gente passasse aquele tempo no governo e não encaminhasse esse projeto para esta Casa”, disse. A partir da aprovação da PEC, as mulheres militares terão os mesmos diretos das civis no que se refere à licença maternidade de seis meses, ao invés dos antigos quatro meses.',01-LAD
'Presidente da Comissão de Educação, Ana Lúcia, sugere reforma em escola de Propriá\n        A deputada estadual Ana Lúcia (PT) solicitou a reforma de três escolas no município de Propriá: a Escola Estadual D. Antônio dos S. Cabral, no bairro Matadouro; o Colégio Estadual Graccho Cardoso e o Colégio Estadual João Fernandes de Brito. Com a aprovação das indicações, o pedido de reforma será encaminhado para o secretário de Estado Belivaldo Chagas e o governador Marcelo Déda.\nA professora Ana Lúcia explicou que desde o ano de 2010 a Escola Estadual D. Antônio dos S. Cabral está fechada para reformas que ainda não foram iniciadas. Isso fez com que a população dos bairros Matadouro e Poeira ficasse sem assistência escolar. Os antigos estudantes da Escola foram transferidos para o prédio do CAIC, próximo à BR 101 e às margens do Rio São Francisco, nas proximidades da ponte que faz a divisa com Alagoas. Mas devido às péssimas condições do CAIC, muitos pais tiraram seus filhos da Escola, e o número de estudantes matriculados caiu de 429 alunos em 2009 para 266, em 2011.\nNo documento protocolado na Assembleia, Ana Lúcia informa que muitos dos alunos da Escola Estadual D. Antônio Cabral estão indo estudar em outros colégios do centro da cidade causando uma superlotação nas salas de aula daquelas Escolas. Outros alunos que vinham de Alagoas estudar em Propriá para fazer supletivo e participar do EJA (Educação de Jovens e adultos) voltaram a estudar no Município de Porto Real do Colégio-AL, devido às péssimas condições do CAIC, que também se tornou local muito perigoso à noite, com frequência de assaltos e usuários de drogas nas imediações.\nEnquanto isso, o prédio da Escola Estadual D. Antônio dos S. Cabral está servindo de esconderijo para jovens infratores que usam o prédio para roubar as pessoas que passam a noite pelas imediações do que antes era um espaço de ensino eaprendizagem, situado numa comunidade com histórico de muita carência social. O vandalismo no local tornou-se algo assustador e a estrutura física além de já precária, tem sido objeto de furtos constantes.A deputada indicou que o prédio da escola precisa de reforma geral. Assim foi solicitada manutenção elétrica e hidráulica, reforma sanitários masculino e feminino, aquisição de bebedouros, instalação de janela e portas novas; reforma das salas de aula, instalação de ventiladores nas salas, substituição dos quadros de giz por quadros brancos; instalação de sala de informática equipada inclusive com ar condicionado; reforma e estruturação do refeitório e cozinha, da secretaria escolar; construção de sala dos professores com micro computador e internet, pintura interna e externa de todo prédio, construção de quadra esportiva coberta com vestiário e banheiros específicos para uso masculino e feminino e construção de uma biblioteca.JOÃO FERNANDES DE BRITOO tradicional Colégio Estadual João Fernandes de Brito, também situado no município de Propriá, é um dos prédios mais antigos da cidade, e há muitos anos apresenta vários problemas estruturais que demandam uma reforma urgente em sua estrutura física. Para resolver os alagamentos e curto-circuitos elétricos, a deputada solicitou a realização de reforma geral do prédio, contando com pintura, manutenção elétrica e hidráulica, reforma de sanitários, aquisição de bebedouros, instalação de janelas em todo pavimento superior e substituição das janelas do piso inferior danificadas pela ação do tempo; imediata substituição de caibros, ripas e demais suportes de madeira de sustentação do telhado bem como substituição das telhas atuais por telhas novas, única forma de parar as goteiras permanentes no período de chuvas; reforma e renovação dos equipamentos e material didático necessários ao funcionamento adequado da Biblioteca local, reforma e estruturação do refeitório e cozinha.\nAna Lúcia apontou para a necessidade de reforma e estruturação da sala de informática que se encontra fechada, incluindo instalação de ar condicionado para seu funcionamento imediato sob o risco de perder os micro computadores que se encontram encaixotados já há um longo período e revestimento das paredes que se encontram com problemas de infiltração.\nGRACCHO CARDOSO A deputada ainda solicitou a reforma do Colégio Estadual Graccho Cardoso, no município de Propriá, contando com a construção de um muro para dar mais segurança aos estudantes e professores e melhor uso do espaço físico da escola com a construção de sala de vídeo, biblioteca e sala de professores. No texto protocolado, Ana Lúcia aponta para a necessidade de manutenção elétrica e hidráulica, reforma dos sanitários masculino e feminino, instalação de ventiladores nas salas, substituição dos quadros de giz por quadros brancos; reforma e ampliação da cozinha; construção e estruturação de uma biblioteca com sala de vídeos; construção de sala específica para professores equipando-a com micro computador e internet, pintura interna e externa de todo prédio, reforma completa da quadra esportiva incluindo a construção de vestiário e banheiros específicos, para uso masculino e feminino, ampliação e construção de quiosques e arborização para acomodação dos alunos nos intervalos das aulas.',01-LAD
'Projeto aprovado na Assembleia garante salário digno a Defensores Públicos\n    06/10/2011 12:07\n    Dilson Ramos, da Agência Alese\n    \nFoto: Maria Odília, da Agência Alese\n\n\n\n\nFoto: Maria Odília, da Agência Alese\n\n\n\n\n    Os deputados estaduais votaram e aprovaram na sessão desta quinta-feira, 6, projetos de autoria do Executivo, da Procuradoria Geral do Estado (PGE) e dos próprios parlamentares. O mais importante deles garante uma remuneração digna aos defensores públicos. O de primeira categoria, segundo o líder do governo, deputado Francisco Gualberto, passa a ganhar salário de R$ 12,5 mil mensais. “Em 2006 um defensor público ganhavam cerca de R$ 3 mil”, explicou Gualberto.\nOs parlamentares aprovaram projeto que garante a contratação de crédito especial no valor de R$ 500 mil para a Defensoria Pública. Ainda do Executivo foram aprovados projetos que alteram o quadro de pessoal da Procuradoria Geral do Estado dos serviços auxiliares do Ministério Público Estadual (MPE) e que altera Lei Complementar 02 de 1990. \nO município de Canindé do São Francisco vai administrar o moderno e espaçoso terminal rodoviário inaugurado recentemente pelo governador Marcelo Déda. Projeto que garante a cessão do terminal foi aprovado. Outra propositura de teor semelhante, aprovada hoje, transfere um imóvel pertencente ao Estado para o município de Porto da Folha.\nOutros dois projetos do Executivo, aprovados hoje, trata da Política Estadual de Segurança Alimentar e Nutricional, criando o Sistema Estadual de Segurança Alimentar e Nutricional do Estado de Sergipe (Sisan-SE). O segundo institui o Sistema de Transferência de Recursos Financeirosdo Fundo Estadual de Assistência Social (Feas), aos Fundos Municipais de Assistência Social ((Fmas).\nDo deputado Augusto Bezerra foi aprovado projeto que torna obrigatória a realização de exame de ecocardiograma em recém-nascidos portadores da Síndrome de Down. Do mesmo parlamentar foi aprovada propositura que determina que 10\% das vagas em empresas, com fins lucrativos, que forem beneficiadas por incentivo ou isenção fiscal, devem ser reservadas ao primeiro emprego.\nE do deputado Gilson Andrade foi aprovado projeto que garante a fixação de cartazes nas dependências de escolas públicas e privadas, hospitais públicos e privados, postos de saúde e terminais de transporte público, com informações sobre as vacinas infantis obrigatórias.',01-LAD
'Projeto de Ana Lúcia determina divulgação da diferença entre preços do álcool e gasolina\n   O Projeto de Lei que obriga os postos de gasolina a afixar cartazes informando a diferença entre os preços da gasolina e do álcool foi aprovado na Assembleia Legislativa do Estado de Sergipe. A proposta da deputada estadual Ana Lúcia Vieira (PT) tem o intuito de ajudar proprietários de carros bicombustíveis a fazer a escolha mais econômica entre o álcool e a gasolina. Estudos desenvolvidos pelo Centro de Estudos Avançados em Economia Aplicada (CEPEA) da Universidade de São Paulo demonstraram que não há vantagem econômica na utilização do álcool no abastecimento de veículos bicombustíveis se o seu preço não for inferior a 70\% do preço da gasolina. Este percentual reflete a relação entre o menor rendimento do combustível álcool em relação ao combustível gasolina, considerando-se volumes idênticos. O cálculo pode ser obtido pela divisão entre o preço do litro do álcool e o preço do litro da gasolina, se o valor obtido for inferior a 0,7, indica a vantagem em abastecer o veículo com o combustível da cana de açúcar. Embora simples, necessita do apoio de calculadora que nem sempre está à disposição do consumidor. A norma visa facilitar a decisão do consumidor e se baseia no que determina a Lei 8.078 de 11 de setembro de 1990, Código de Defesa do Consumidor, em seu Capítulo III – Dos Direitos Básicos do Consumidor, art. 6º, inciso III que aduz como direito do consumidor o acesso “a informação adequada e clara sobre os diferentes produtos e serviços com especificação correta de quantidade, características, composição, qualidade e preço, bem como sobre os riscos que apresentem”.',01-LAD
'Projeto de Gilmar obriga políticos a matricularem filhos em escolas públicas\n    27/06/2011 15:34\n    Edjane Oliveira, da Agência Alese\n    \nJanaina Santos/Alese\n\n\n\n\n    O deputado estadual Gilmar Carvalho (PR) informou que amanhã dará entrada, na Assembleia Legislativa, em um projeto de lei para que os ocupantes de mandatos eletivos tenham que matricular seus filhos em escolas da rede pública. Em pronunciamento realizado na sessão desta segunda-feira, dia 27, ele revelou que o senador Cristóvão Buarque apresentou um projeto com o mesmo teor que, se for aprovado e virar lei, irá fazer com que os políticos matriculem seus filhos na rede pública. “Mirando-me exatamente neste projeto vou apresentar projeto similar para o Estado de Sergipe amanhã”, contou.\n \nPara o deputado, a escola pública é um problema que não é apenas do govenro, do professor e do servidor da educação. “A escola é um problema, quando o é, de todos nós. Político apresentando e matriculando o filho em escola pública, para que todos se voltem, e não apenas todos que aqui estamos, para o engrandecimento da esola pública em Segipe”, frisou.',01-LAD
'Projeto de Lei do deputado João Daniel de incentivo à agroecologia segue para sansão do governador\n     Foi aprovado em redação final, e segue agora para a sanção do governador Marcelo Déda, o Projeto de Leinº 116/2011, do deputado estadual João Daniel (PT), que define uma política de apoio e incentivo à implantação de sistemas de produção agroecológica pelos pequenos agricultores de Sergipe. De acordo com o projeto, os sistemas devem ser construídos com o apoio de uma rede de gestão compartilhada, da qual participarão órgãos públicos e entidades que atuam com agroecologia. \nO deputado petista expelica que o objetivo é fazer com que a implantação dos sistemas de produção agroecológica passem a ter prioridade entre as políticas públicas formuladas para a área, por meioda adesão das prefeituras municipais, articuladas com os órgãos competentes do governo estadual, como a Emdagro (Empresa de Desenvolvimento Agropecuário). “O governo Marcelo Déda terá a oportunidade de trabalhar um grande projeto na área da agroecologia. Podemos realizar um trabalho firme, sério e corajoso para que Sergipe seja uma referência para a região Nordeste e para o Brasil na produção agroecológica”, defende o deputado petista. \nPara João Daniel, o Governo do Estado terá um papel fundamental na efetivação do projeto, priorizando a atendimento aos agricultores familiares e definindo políticas de incentivo à implementação dos sistemas. \"A adoção do consumo dos produtos agroecológicos pelos beneficiários de programas sociais e de alimentação escolar, o apoio às organizações de agricultores e consumidores e o processo de certificação de qualidade são alguns dos diversos instrumentos que podem ser utilizados”. \nE complementa: “Nós queremos também que os consumidores possam ser beneficiados. O Estado e os municípios devem buscar formas de viabilizar o acesso a esse tipo de produto, seja em mercados agroecológicos ou em feiras livres que aconteçam semanal ou diariamente, em boas condições e com infraestrutura. E que esses consumidores possam ter a certeza de onde vem o produto, e que ele está contribuindo para a nossa sociedade, para o meio ambiente e para a pequena agricultura”, observa João Daniel.',01-LAD
'Projeto de reajuste dos professores é aprovado por maioria nas comissões de Administração e Economia\n    08/06/2011 10:48\n    Edjane Oliveira, da Agência Alese\n    \nFoto: Maria Odília, da Agência Alese\n\n\n\n\n    Na manhã de hoje, dia 8, os membros das Comissões Parlamentares de Administração e Serviços Públicos e Economia e Finanças apreciaram o projeto de lei 7/2001, enviado pelo Poder Executivo, que trata do reajuste do vencimento básico dos professores. Após debate entre os parlamentares das bancadas de oposição e governo, o projeto foi aprovado por maioria nas duas comissões, apenas com voto em contrário dos deputados estaduais Venâncio Fonseca (PP) e Augusto Bezerra (DEM). O projeto agora segue para votação em plenário.\nOntem, o projeto já havia sido aprovado na Comissão de Constituição e Justiça (CCJ), também por maioria, apenas com voto em contrário da deputada estadual Ana Lúcia (PT), que apresentou seu voto em separado, justificando que a proposta era inconstitucional. Na votação de ontem na CCJ, os deputados de oposição não participaram, pois se retiraram em protesto. Na reunião de hoje, os professores voltaram a ocupar a Sala das Comissões, para acompanhar os debates.\nDurante as discussões nas comissões de hoje, os deputados oposicionistas argumentaram que o governo tem condições de pagar o reajuste do piso salarial dos professores de forma integral, diferente do enviado à Assembleia, que propõe o pagamento parcelado para alguns níveis. Disseram que para isso, basta que o governo corte os excessos, como cargos em comissão e outros gastos desnecessários.\nEmbora não seja membro, na reunião da Comissão de Economia, a deputada Ana Lúcia se pronunciou, segundo ela, para desfazer alguns mitos que estão sendo colocados pela oposição, como o de que o governador Marcelo Déda no passado tenha sido líder do movimento sindical. “Ele nunca comandou greve. O então deputado Marcelo Déda fez aqui uma emenda de regulamentação do piso salarial, e nós fizemos o movimento \'Não pise no meu piso\'. Depois ele ficou totalmente fora do movimento. Ele é advogado. Como deputado federal ele nunca participou de um movimento nosso. Então não vamos construir esse mito”, explicou.\nA deputada fez um histórico da trajetória de luta por valorização dos professores, as conquistas retiradas ao longo dos anos, nos diferentes governos, acrescentando que durante 20 anos os professores ficaram sem aumento. “Uma coisa é reajustar. O reajuste se dá por força constitucional, que é a recuperação da perda inflacionária. Outra coisa é aumento, quando recupera as perdas e a partir dela vai dar um percentual para que aumente o poder aquisitivo. E em 2010 nós tivemos aumento salarial com a aplicação da lei do piso do plano de carreira de 40\% a 50\%”, disse a deputada.\nEm sua fala, a deputada Ana Lúcia disse ainda que nenhum Estado deve ser parâmetro para outro, porque se for assim o exemplo deveria ser o Distrito Federal. “Não adianta fazer comparações porque as carreiras são diferenciadas. Não adianta e não ajuda fazer comparações, que só fazem prejudicar. O que nós queremos é avançar. E nós não aceitamos do nosso governo que faça essa comparação, porque sem em 2009 o nosso plano foi adequado como diz a Constituição não tem mais o que adequare no ano passado foi pago tudo direitinho”. Ela acrescentou que este ano, pelo Fundo Nacional da Educação Básica (Fundeb) tem como pagar o piso. “Agora é preciso cortar as gorduras da folha de pagamento, professor tem que voltar para a sala de aula. Porque o nosso governo é muito benevolente. Pela primeira vez em nosso Estado situação e oposição têm cargo no governo”, disse.\nDepois da explanação da parlamentar, o deputado Venâncio Fonseca lembrou que a bancada oposicionista já tinha falado na Assembleia sobre a necessidade do corte de “gorduras” pelo govenro para que o aumento dos professores fosse concedido. Ele garantiu também que a oposição não tem discurso demagógico nem foge do debate. “Nós vamos enfrentar o governo no discurso tranquilamente”, afirmou. Ele disse que o importante é que agora seja discutido o teor do projeto e como será pago o aumento, porque é o que interessa aos professores. “O governo pode não ser para todos, mas a lei tem que ser para todos. É lei federal, decidida pelo Supremo e o governo não pode dizer que não pode pagar, senão vira jurisprudência”, disse, acrescentando que o governo tem que mostrar como vai cortar gastos para pagar o piso salarial atualizado.',01-LAD
'Projeto de reestruturação do MP é entregue à presidente da Assembleia\n     O projeto de reestruturação e modernização do Ministério Público do Estado foi entregue, em mãos, à presidente da Assembléia Legislativa, deputada Angélica Guimarães (PSC), hoje (15) pela manhã. \n\nA proposta, aprovado por unanimidade no Colégio de Procuradores de Justiça, será apreciada pelos parlamentares. “Todos os itens (do projeto) levaram em consideração rigorosos princípios de responsabilidade fiscal e não implicam aumento de despesa para o Estado”, ressaltou o procurador de Justiça, Orlando Rochadel, que foi ao gabinete da presidência da AL, acompanhado por vários membros do Ministério Público.\n\n\nAngélica explicou que o projeto será apreciado pelos membros da Comissão Temática e posteriormente pelo plenário da Casa Legislativa. “O recebemos com satisfação por entender que ele objetiva a promoção cidadania”, afirmou a parlamentar que estava acompanhada de outros integrantes da AL, como os deputados estaduais Venâncio Fonseca (PP) e Garibalde Mendonça (PMDB).\n\n Entre as mudanças sugeridas pelo MP está a criação da Promotoria de Defesa da Ordem Tributária. “Além da preocupação em não gerar despesas imediatas, o MP empreende esforços em resguardar a arrecadação”, destacou Orlando Rochadel.',01-LAD
'Projeto de Susana preserva idosos de violência\n   Foi aprovado hoje na Assembleia Legislativa um projeto de lei de autoria da deputada estadual Susana Azevedo que obriga os hospitais a notificarem as autoridades policiais e ao Ministério Público Estadual todas as vezes que haja suspeitas de que um idoso foi vítima de violência. \n\n\nPouco antes da votação, Susana disse aos colegas a importância do projeto. Segundo ela, “haverá um benefício muito grande para os idosos que são maltratados e como não há um procedimento, muitos casos passam despercebidos”.\n\n\nO projeto de lei aprovado é o de número 127/2009, que cria “procedimentos de notificação compulsória da violência contra os idosos atendimentos nos serviços de urgência e emergência nas redes públicas e privadas”. Significa que diante da suspeita de violência, a polícia passa a investigar para descobrir o que aconteceu com aquele idoso.\n\n\nEm Sergipe, a Secretaria de Segurança Pública (SSP) criou o Departamento  de Atendimento a Grupos Vulneráveis (DAGV), que investiga  casos envolvendo e idosos e outros, a exemplo, das mulheres.\nNo Ministério Público, a 4ª Promotoria de Justiça dos Direitos do Cidadão, especializada na defesa do acidentado do trabalho e idoso, também faz investigações sobre o tema e é de responsabilidade da promotora de Justiça Berenice Andrade de Melo.\n\n\n\n\n“Com a aprovação deste projeto, essa Casa traz um grande benefício para estas pessoas indefesas, que são maltratados por parentes, por pessoas que tomam conta delas.  Nós vemos muitos casos desta natureza e precisamos nos unir para que problemas desse tipo acabem em nossa sociedade”, afirmou a deputada Susana Azevedo.\n\n\n\nDe janeiro a março deste ano, o DAGV abriu 74 inquéritos, sendo que 54 deles foram relacionados a idosos. Deste total, oito foram de violência doméstica – agressão do cônjuge ou filhos – e o restante foram de maus tratos, apropriação dos rendimentos (aposentadoria, por exemplo), obrigação de assinatura uma procuração dando plenos poderes aos mais jovens. \n\n\n\nA violência pode ser física ou moral, e os idosos são vítimas de um grupo que deveria dar carinho e atenção: são filhos, cônjuges, parentes e cuidadores ou enfermeiros. \n\n\n\n“A realidade preocupa, principalmente pela falta de conscientização da sociedade. A população ainda tem o pensamento atrasado que o idoso é senil, e não é bem assim. O idoso pode envelhecer com qualidade, se tiver carinho, atenção e convívio. Geralmente as famílias os afastam das atividades do dia a dia, abandonam esses idosos e até maltratam.',01-LAD
